"Name","serial_number","order","gene","median_FC","median_reads","organ","sample","mouse_index"
"Trp53-3","c",14,"Trp53",1.534829900486,3316,"Crude tail","39-Crude tail","39"
"Cd19-3","c",15,"Cd19",0.807337190693094,2186,"Crude tail","39-Crude tail","39"
"Kpnb1-3","c",16,"Kpnb1",0.494843953518796,14500,"Crude tail","39-Crude tail","39"
"Polr2a-3","c",17,"Polr2a",0.648721199015733,1450,"Crude tail","39-Crude tail","39"
"Pten-3","c",18,"Pten",2.40444654683065,5083,"Crude tail","39-Crude tail","39"
"Cd45-3","c",19,"Cd45",1.06248526290969,2253,"Crude tail","39-Crude tail","39"
"Trp53-4","d",20,"Trp53",1.67337959045524,3296,"Crude tail","39-Crude tail","39"
"Cd19-4","d",21,"Cd19",1.2325997683479,1951,"Crude tail","39-Crude tail","39"
"Kpnb1-4","d",22,"Kpnb1",0.523332982197409,828,"Crude tail","39-Crude tail","39"
"Polr2a-4","d",23,"Polr2a",0.578894472361809,672,"Crude tail","39-Crude tail","39"
"Pten-4","d",24,"Pten",1.83611111111111,1983,"Crude tail","39-Crude tail","39"
"Cd45-4","d",25,"Cd45",1.2448132780083,1300,"Crude tail","39-Crude tail","39"
"Trp53-5","e",26,"Trp53",1.69249106078665,2130,"Crude tail","39-Crude tail","39"
"Cd19-5","e",27,"Cd19",1.18195739941529,1415,"Crude tail","39-Crude tail","39"
"Kpnb1-5","e",28,"Kpnb1",0.786903860711582,693,"Crude tail","39-Crude tail","39"
"Polr2a-5","e",29,"Polr2a",0.517178288269974,424,"Crude tail","39-Crude tail","39"
"Pten-5","e",30,"Pten",2.80505887483646,2144,"Crude tail","39-Crude tail","39"
"Cd45-5","e",31,"Cd45",1.23533568904594,874,"Crude tail","39-Crude tail","39"
"Trp53-6","f",32,"Trp53",1.29653259361997,779,"Crude tail","39-Crude tail","39"
"Cd19-6","f",33,"Cd19",1.05015479876161,848,"Crude tail","39-Crude tail","39"
"Kpnb1-6","f",34,"Kpnb1",0.910130718954248,557,"Crude tail","39-Crude tail","39"
"Polr2a-6","f",35,"Polr2a",0.654637722018607,387,"Crude tail","39-Crude tail","39"
"Pten-6","f",36,"Pten",2.09666505558241,1446,"Crude tail","39-Crude tail","39"
"Cd45-6","f",37,"Cd45",1.23848069738481,663,"Crude tail","39-Crude tail","39"
"Trp53-7","g",38,"Trp53",1.93147135041751,1118,"Crude tail","39-Crude tail","39"
"Cd19-7","g",39,"Cd19",1.375,660,"Crude tail","39-Crude tail","39"
"Kpnb1-7","g",40,"Kpnb1",0.896174863387978,492,"Crude tail","39-Crude tail","39"
"Polr2a-7","g",41,"Polr2a",1.25027203482046,766,"Crude tail","39-Crude tail","39"
"Pten-7","g",42,"Pten",2.17602179836512,1331,"Crude tail","39-Crude tail","39"
"Cd45-7","g",43,"Cd45",1.22674865488086,532,"Crude tail","39-Crude tail","39"
"Trp53-8","h",44,"Trp53",1.3578431372549,554,"Crude tail","39-Crude tail","39"
"Cd19-8","h",45,"Cd19",1.23204994797086,592,"Crude tail","39-Crude tail","39"
"Kpnb1-8","h",46,"Kpnb1",0.866418667568482,427,"Crude tail","39-Crude tail","39"
"Polr2a-8","h",47,"Polr2a",1.02304147465438,407,"Crude tail","39-Crude tail","39"
"Pten-8","h",48,"Pten",1.59891598915989,590,"Crude tail","39-Crude tail","39"
"Cd45-8","h",49,"Cd45",1.38527315914489,486,"Crude tail","39-Crude tail","39"
"Trp53-9","i",50,"Trp53",1.70290964777948,556,"Crude tail","39-Crude tail","39"
"Cd19-9","i",51,"Cd19",0.887181063633569,481,"Crude tail","39-Crude tail","39"
"Kpnb1-9","i",52,"Kpnb1",0.895161290322581,259,"Crude tail","39-Crude tail","39"
"Polr2a-9","i",53,"Polr2a",0.974918211559433,298,"Crude tail","39-Crude tail","39"
"Pten-9","i",54,"Pten",2.3007769145394,691,"Crude tail","39-Crude tail","39"
"Cd45-9","i",55,"Cd45",1.57187017001546,339,"Crude tail","39-Crude tail","39"
"Trp53-10","j",56,"Trp53",2.02724795640327,496,"Crude tail","39-Crude tail","39"
"Cd19-10","j",57,"Cd19",1.25991189427313,429,"Crude tail","39-Crude tail","39"
"Kpnb1-10","j",58,"Kpnb1",0.664473684210526,202,"Crude tail","39-Crude tail","39"
"Polr2a-10","j",59,"Polr2a",0.797792272955344,265,"Crude tail","39-Crude tail","39"
"Pten-10","j",60,"Pten",4.59516023544801,1171,"Crude tail","39-Crude tail","39"
"Cd45-10","j",61,"Cd45",2.75782537067545,837,"Crude tail","39-Crude tail","39"
"Trp53-1","a",2,"Trp53",2.99946757533809,14084,"Thymus","39-Thymus","39"
"Cd19-1","a",3,"Cd19",0.828783278017089,29341,"Thymus","39-Thymus","39"
"Kpnb1-1","a",4,"Kpnb1",0.259436127063668,6972,"Thymus","39-Thymus","39"
"Polr2a-1","a",5,"Polr2a",0.245088320115357,3626,"Thymus","39-Thymus","39"
"Pten-1","a",6,"Pten",705.940441572429,6554657,"Thymus","39-Thymus","39"
"Cd45-1","a",7,"Cd45",1.01896092362345,7649,"Thymus","39-Thymus","39"
"Trp53-2","b",8,"Trp53",1.85180271319115,9305,"Thymus","39-Thymus","39"
"Cd19-2","b",9,"Cd19",1.036,4144,"Thymus","39-Thymus","39"
"Kpnb1-2","b",10,"Kpnb1",0.375813684362795,1732,"Thymus","39-Thymus","39"
"Polr2a-2","b",11,"Polr2a",0.26704676077061,968,"Thymus","39-Thymus","39"
"Pten-2","b",12,"Pten",8.28236726000304,27220,"Thymus","39-Thymus","39"
"Cd45-2","b",13,"Cd45",1.39655429223971,4688,"Thymus","39-Thymus","39"
"Trp53-3","c",14,"Trp53",2.21786241996388,4503,"Thymus","39-Thymus","39"
"Cd19-3","c",15,"Cd19",1.15078889554624,2881,"Thymus","39-Thymus","39"
"Kpnb1-3","c",16,"Kpnb1",0.259436127063668,6972,"Thymus","39-Thymus","39"
"Polr2a-3","c",17,"Polr2a",0.47221819236907,1085,"Thymus","39-Thymus","39"
"Pten-3","c",18,"Pten",8.54854368932039,16436,"Thymus","39-Thymus","39"
"Cd45-3","c",19,"Cd45",2.31537932615173,5051,"Thymus","39-Thymus","39"
"Trp53-4","d",20,"Trp53",2.25346153846154,3906,"Thymus","39-Thymus","39"
"Cd19-4","d",21,"Cd19",0.960497599301615,1467,"Thymus","39-Thymus","39"
"Kpnb1-4","d",22,"Kpnb1",0.361789003893267,635,"Thymus","39-Thymus","39"
"Polr2a-4","d",23,"Polr2a",0.307627829002515,367,"Thymus","39-Thymus","39"
"Pten-4","d",24,"Pten",8.26705091258405,8606,"Thymus","39-Thymus","39"
"Cd45-4","d",25,"Cd45",1.54429133858268,1569,"Thymus","39-Thymus","39"
"Trp53-5","e",26,"Trp53",3.15938410320433,3796,"Thymus","39-Thymus","39"
"Cd19-5","e",27,"Cd19",0.814651368049426,923,"Thymus","39-Thymus","39"
"Kpnb1-5","e",28,"Kpnb1",0.469646895112193,450,"Thymus","39-Thymus","39"
"Polr2a-5","e",29,"Polr2a",0.514934289127838,431,"Thymus","39-Thymus","39"
"Pten-5","e",30,"Pten",8.70528039295947,7089,"Thymus","39-Thymus","39"
"Cd45-5","e",31,"Cd45",1.55808357033472,1187,"Thymus","39-Thymus","39"
"Trp53-6","f",32,"Trp53",2.31814223512337,1331,"Thymus","39-Thymus","39"
"Cd19-6","f",33,"Cd19",0.886316516931583,855,"Thymus","39-Thymus","39"
"Kpnb1-6","f",34,"Kpnb1",0.332613390928726,231,"Thymus","39-Thymus","39"
"Polr2a-6","f",35,"Polr2a",0.2210433244916,125,"Thymus","39-Thymus","39"
"Pten-6","f",36,"Pten",949.546446870127,710419,"Thymus","39-Thymus","39"
"Cd45-6","f",37,"Cd45",1.30753246753247,839,"Thymus","39-Thymus","39"
"Trp53-7","g",38,"Trp53",3.67228915662651,2794,"Thymus","39-Thymus","39"
"Cd19-7","g",39,"Cd19",0.852708957255649,522,"Thymus","39-Thymus","39"
"Kpnb1-7","g",40,"Kpnb1",0.673364371477579,458,"Thymus","39-Thymus","39"
"Polr2a-7","g",41,"Polr2a",0.725849731663685,541,"Thymus","39-Thymus","39"
"Pten-7","g",42,"Pten",9.71187739463602,6337,"Thymus","39-Thymus","39"
"Cd45-7","g",43,"Cd45",1.26652892561983,613,"Thymus","39-Thymus","39"
"Trp53-8","h",44,"Trp53",2235.95802098951,994256,"Thymus","39-Thymus","39"
"Cd19-8","h",45,"Cd19",1.30959218839747,760,"Thymus","39-Thymus","39"
"Kpnb1-8","h",46,"Kpnb1",0.749569213095922,435,"Thymus","39-Thymus","39"
"Polr2a-8","h",47,"Polr2a",0.330790568654646,159,"Thymus","39-Thymus","39"
"Pten-8","h",48,"Pten",9.01325478645066,4080,"Thymus","39-Thymus","39"
"Cd45-8","h",49,"Cd45",0.88348820586133,412,"Thymus","39-Thymus","39"
"Trp53-9","i",50,"Trp53",4.70034246575343,1830,"Thymus","39-Thymus","39"
"Cd19-9","i",51,"Cd19",1.52399232245681,794,"Thymus","39-Thymus","39"
"Kpnb1-9","i",52,"Kpnb1",0.273234200743494,98,"Thymus","39-Thymus","39"
"Polr2a-9","i",53,"Polr2a",0.502115655853315,178,"Thymus","39-Thymus","39"
"Pten-9","i",54,"Pten",10.9772727272727,3864,"Thymus","39-Thymus","39"
"Cd45-9","i",55,"Cd45",3.14754098360656,896,"Thymus","39-Thymus","39"
"Trp53-10","j",56,"Trp53",0.364123159303882,136,"Thymus","39-Thymus","39"
"Cd19-10","j",57,"Cd19",1.89336235038085,870,"Thymus","39-Thymus","39"
"Kpnb1-10","j",58,"Kpnb1",0.14018691588785,60,"Thymus","39-Thymus","39"
"Polr2a-10","j",59,"Polr2a",0.202097235462345,106,"Thymus","39-Thymus","39"
"Pten-10","j",60,"Pten",17.1828793774319,8832,"Thymus","39-Thymus","39"
"Cd45-10","j",61,"Cd45",0.892053545998291,522,"Thymus","39-Thymus","39"
"Trp53-1","a",2,"Trp53",2.39761473751464,11258,"LN","39-LN","39"
"Cd19-1","a",3,"Cd19",0.566400677918226,20052,"LN","39-LN","39"
"Kpnb1-1","a",4,"Kpnb1",0.235658203197678,6333,"LN","39-LN","39"
"Polr2a-1","a",5,"Polr2a",0.193921232876712,2869,"LN","39-LN","39"
"Pten-1","a",6,"Pten",2.2843295638126,21210,"LN","39-LN","39"
"Cd45-1","a",7,"Cd45",2.53228241563055,19009,"LN","39-LN","39"
"Trp53-2","b",8,"Trp53",1.05137815516269,5283,"LN","39-LN","39"
"Cd19-2","b",9,"Cd19",0.82375,3295,"LN","39-LN","39"
"Kpnb1-2","b",10,"Kpnb1",0.34304932735426,1581,"LN","39-LN","39"
"Polr2a-2","b",11,"Polr2a",0.293254862292519,1063,"LN","39-LN","39"
"Pten-2","b",12,"Pten",2.85440438156093,9381,"LN","39-LN","39"
"Cd45-2","b",13,"Cd45",2.95754927759297,9928,"LN","39-LN","39"
"Trp53-3","c",14,"Trp53",2.29469709407322,4659,"LN","39-LN","39"
"Cd19-3","c",15,"Cd19",0.720591172358698,1804,"LN","39-LN","39"
"Kpnb1-3","c",16,"Kpnb1",0.235658203197678,6333,"LN","39-LN","39"
"Polr2a-3","c",17,"Polr2a",0.595386624111417,1368,"LN","39-LN","39"
"Pten-3","c",18,"Pten",3.17787794729542,6110,"LN","39-LN","39"
"Cd45-3","c",19,"Cd45",2.98922759569104,6521,"LN","39-LN","39"
"Trp53-4","d",20,"Trp53",1.97769230769231,3428,"LN","39-LN","39"
"Cd19-4","d",21,"Cd19",0.881274552597119,1346,"LN","39-LN","39"
"Kpnb1-4","d",22,"Kpnb1",0.317918526255816,558,"LN","39-LN","39"
"Polr2a-4","d",23,"Polr2a",0.380553227158424,454,"LN","39-LN","39"
"Pten-4","d",24,"Pten",2.28530259365994,2379,"LN","39-LN","39"
"Cd45-4","d",25,"Cd45",2.50885826771654,2549,"LN","39-LN","39"
"Trp53-5","e",26,"Trp53",2.29463171036205,2757,"LN","39-LN","39"
"Cd19-5","e",27,"Cd19",0.852603706972639,966,"LN","39-LN","39"
"Kpnb1-5","e",28,"Kpnb1",0.411201948164898,394,"LN","39-LN","39"
"Polr2a-5","e",29,"Polr2a",0.376344086021505,315,"LN","39-LN","39"
"Pten-5","e",30,"Pten",2.4203847728203,1971,"LN","39-LN","39"
"Cd45-5","e",31,"Cd45",3.6267775103916,2763,"LN","39-LN","39"
"Trp53-6","f",32,"Trp53",1.67024673439768,959,"LN","39-LN","39"
"Cd19-6","f",33,"Cd19",0.976503109882516,942,"LN","39-LN","39"
"Kpnb1-6","f",34,"Kpnb1",0.49532037437005,344,"LN","39-LN","39"
"Polr2a-6","f",35,"Polr2a",0.548187444739169,310,"LN","39-LN","39"
"Pten-6","f",36,"Pten",3.24392960570283,2427,"LN","39-LN","39"
"Cd45-6","f",37,"Cd45",2.29090909090909,1470,"LN","39-LN","39"
"Trp53-7","g",38,"Trp53",3.50668127053669,2668,"LN","39-LN","39"
"Cd19-7","g",39,"Cd19",1.47998910971958,906,"LN","39-LN","39"
"Kpnb1-7","g",40,"Kpnb1",0.342563097280078,233,"LN","39-LN","39"
"Polr2a-7","g",41,"Polr2a",1.57647584973166,1175,"LN","39-LN","39"
"Pten-7","g",42,"Pten",3.50344827586207,2286,"LN","39-LN","39"
"Cd45-7","g",43,"Cd45",2.62603305785124,1271,"LN","39-LN","39"
"Trp53-8","h",44,"Trp53",2.55697151424288,1137,"LN","39-LN","39"
"Cd19-8","h",45,"Cd19",1.40781160252728,817,"LN","39-LN","39"
"Kpnb1-8","h",46,"Kpnb1",0.72716829408386,422,"LN","39-LN","39"
"Polr2a-8","h",47,"Polr2a",0.60748959778086,292,"LN","39-LN","39"
"Pten-8","h",48,"Pten",2.33505154639175,1057,"LN","39-LN","39"
"Cd45-8","h",49,"Cd45",1.94924946390279,909,"LN","39-LN","39"
"Trp53-9","i",50,"Trp53",2.82020547945206,1098,"LN","39-LN","39"
"Cd19-9","i",51,"Cd19",1.45489443378119,758,"LN","39-LN","39"
"Kpnb1-9","i",52,"Kpnb1",0.393122676579926,141,"LN","39-LN","39"
"Polr2a-9","i",53,"Polr2a",0.558533145275035,198,"LN","39-LN","39"
"Pten-9","i",54,"Pten",3.45738636363636,1217,"LN","39-LN","39"
"Cd45-9","i",55,"Cd45",3.75175644028103,1068,"LN","39-LN","39"
"Trp53-10","j",56,"Trp53",1.14859437751004,429,"LN","39-LN","39"
"Cd19-10","j",57,"Cd19",1.21436343852013,558,"LN","39-LN","39"
"Kpnb1-10","j",58,"Kpnb1",0.497663551401869,213,"LN","39-LN","39"
"Polr2a-10","j",59,"Polr2a",0.533841754051478,280,"LN","39-LN","39"
"Pten-10","j",60,"Pten",3.58949416342412,1845,"LN","39-LN","39"
"Cd45-10","j",61,"Cd45",3.44175448590145,2014,"LN","39-LN","39"
"Trp53-1","a",2,"Trp53",3.60856138856352,16944,"Small intestine","39-Small intestine","39"
"Cd19-1","a",3,"Cd19",0.913862015394393,32353,"Small intestine","39-Small intestine","39"
"Kpnb1-1","a",4,"Kpnb1",0.514965083539028,13839,"Small intestine","39-Small intestine","39"
"Polr2a-1","a",5,"Polr2a",0.503695025234319,7452,"Small intestine","39-Small intestine","39"
"Pten-1","a",6,"Pten",2.15605815831987,20019,"Small intestine","39-Small intestine","39"
"Cd45-1","a",7,"Cd45",1.18774422735346,8916,"Small intestine","39-Small intestine","39"
"Trp53-2","b",8,"Trp53",1.27586321271021,6411,"Small intestine","39-Small intestine","39"
"Cd19-2","b",9,"Cd19",1.10525,4421,"Small intestine","39-Small intestine","39"
"Kpnb1-2","b",10,"Kpnb1",0.590192391147114,2720,"Small intestine","39-Small intestine","39"
"Polr2a-2","b",11,"Polr2a",0.463193710055635,1679,"Small intestine","39-Small intestine","39"
"Pten-2","b",12,"Pten",3.30108017647954,10849,"Small intestine","39-Small intestine","39"
"Cd45-2","b",13,"Cd45",1.09359018916638,3671,"Small intestine","39-Small intestine","39"
"Trp53-3","c",14,"Trp53",1.54703661139386,3141,"Small intestine","39-Small intestine","39"
"Cd19-3","c",15,"Cd19",1.03215498302377,2584,"Small intestine","39-Small intestine","39"
"Kpnb1-3","c",16,"Kpnb1",0.514965083539028,13839,"Small intestine","39-Small intestine","39"
"Polr2a-3","c",17,"Polr2a",0.74771507326273,1718,"Small intestine","39-Small intestine","39"
"Pten-3","c",18,"Pten",2.97711511789182,5724,"Small intestine","39-Small intestine","39"
"Cd45-3","c",19,"Cd45",1.5063030025212,3286,"Small intestine","39-Small intestine","39"
"Trp53-4","d",20,"Trp53",1.95923076923077,3396,"Small intestine","39-Small intestine","39"
"Cd19-4","d",21,"Cd19",1.12287210824967,1715,"Small intestine","39-Small intestine","39"
"Kpnb1-4","d",22,"Kpnb1",0.407368720919191,715,"Small intestine","39-Small intestine","39"
"Polr2a-4","d",23,"Polr2a",0.414920368818106,495,"Small intestine","39-Small intestine","39"
"Pten-4","d",24,"Pten",3.38232468780019,3521,"Small intestine","39-Small intestine","39"
"Cd45-4","d",25,"Cd45",1.5,1524,"Small intestine","39-Small intestine","39"
"Trp53-5","e",26,"Trp53",1.8568456096546,2231,"Small intestine","39-Small intestine","39"
"Cd19-5","e",27,"Cd19",0.941747572815534,1067,"Small intestine","39-Small intestine","39"
"Kpnb1-5","e",28,"Kpnb1",0.703426682901374,674,"Small intestine","39-Small intestine","39"
"Polr2a-5","e",29,"Polr2a",0.456391875746714,382,"Small intestine","39-Small intestine","39"
"Pten-5","e",30,"Pten",2.91404011461318,2373,"Small intestine","39-Small intestine","39"
"Cd45-5","e",31,"Cd45",1.09078976154014,831,"Small intestine","39-Small intestine","39"
"Trp53-6","f",32,"Trp53",1.65631349782293,951,"Small intestine","39-Small intestine","39"
"Cd19-6","f",33,"Cd19",0.896682791983414,865,"Small intestine","39-Small intestine","39"
"Kpnb1-6","f",34,"Kpnb1",0.619150467962563,430,"Small intestine","39-Small intestine","39"
"Polr2a-6","f",35,"Polr2a",0.480990274093722,272,"Small intestine","39-Small intestine","39"
"Pten-6","f",36,"Pten",2.89240365337492,2164,"Small intestine","39-Small intestine","39"
"Cd45-6","f",37,"Cd45",0.992727272727273,637,"Small intestine","39-Small intestine","39"
"Trp53-7","g",38,"Trp53",1.77437020810515,1350,"Small intestine","39-Small intestine","39"
"Cd19-7","g",39,"Cd19",0.810236863599238,496,"Small intestine","39-Small intestine","39"
"Kpnb1-7","g",40,"Kpnb1",0.489585885812301,333,"Small intestine","39-Small intestine","39"
"Polr2a-7","g",41,"Polr2a",1.22093023255814,910,"Small intestine","39-Small intestine","39"
"Pten-7","g",42,"Pten",2.78927203065134,1820,"Small intestine","39-Small intestine","39"
"Cd45-7","g",43,"Cd45",1.09297520661157,529,"Small intestine","39-Small intestine","39"
"Trp53-8","h",44,"Trp53",2.24212893553223,997,"Small intestine","39-Small intestine","39"
"Cd19-8","h",45,"Cd19",0.963239517518667,559,"Small intestine","39-Small intestine","39"
"Kpnb1-8","h",46,"Kpnb1",0.606547960941987,352,"Small intestine","39-Small intestine","39"
"Polr2a-8","h",47,"Polr2a",1.10263522884882,530,"Small intestine","39-Small intestine","39"
"Pten-8","h",48,"Pten",1.93078055964654,874,"Small intestine","39-Small intestine","39"
"Cd45-8","h",49,"Cd45",1.11722659042173,521,"Small intestine","39-Small intestine","39"
"Trp53-9","i",50,"Trp53",1.48202054794521,577,"Small intestine","39-Small intestine","39"
"Cd19-9","i",51,"Cd19",1.2341650671785,643,"Small intestine","39-Small intestine","39"
"Kpnb1-9","i",52,"Kpnb1",0.627323420074349,225,"Small intestine","39-Small intestine","39"
"Polr2a-9","i",53,"Polr2a",0.29901269393512,106,"Small intestine","39-Small intestine","39"
"Pten-9","i",54,"Pten",3.49431818181818,1230,"Small intestine","39-Small intestine","39"
"Cd45-9","i",55,"Cd45",1.49648711943794,426,"Small intestine","39-Small intestine","39"
"Trp53-10","j",56,"Trp53",0.961178045515395,359,"Small intestine","39-Small intestine","39"
"Cd19-10","j",57,"Cd19",1.57997823721436,726,"Small intestine","39-Small intestine","39"
"Kpnb1-10","j",58,"Kpnb1",0.345794392523364,148,"Small intestine","39-Small intestine","39"
"Polr2a-10","j",59,"Polr2a",0.362249761677788,190,"Small intestine","39-Small intestine","39"
"Pten-10","j",60,"Pten",3.07587548638132,1581,"Small intestine","39-Small intestine","39"
"Cd45-10","j",61,"Cd45",0.845912845343207,495,"Small intestine","39-Small intestine","39"
"Trp53-1","a",2,"Trp53",0.679586838462358,3191,"Kidney","39-Kidney","39"
"Cd19-1","a",3,"Cd19",0.852312689781795,30174,"Kidney","39-Kidney","39"
"Kpnb1-1","a",4,"Kpnb1",0.475000310092904,12765,"Kidney","39-Kidney","39"
"Polr2a-1","a",5,"Polr2a",0.550603821196828,8146,"Kidney","39-Kidney","39"
"Pten-1","a",6,"Pten",1.45072697899838,13470,"Kidney","39-Kidney","39"
"Cd45-1","a",7,"Cd45",0.991119005328597,7440,"Kidney","39-Kidney","39"
"Trp53-2","b",8,"Trp53",1.00958572423629,5073,"Kidney","39-Kidney","39"
"Cd19-2","b",9,"Cd19",1.16025,4641,"Kidney","39-Kidney","39"
"Kpnb1-2","b",10,"Kpnb1",0.625343555619847,2882,"Kidney","39-Kidney","39"
"Polr2a-2","b",11,"Polr2a",0.491884684353304,1783,"Kidney","39-Kidney","39"
"Pten-2","b",12,"Pten",1.80039555758406,5917,"Kidney","39-Kidney","39"
"Cd45-2","b",13,"Cd45",1.03043543021697,3459,"Kidney","39-Kidney","39"
"Trp53-3","c",14,"Trp53",1.18207190937449,2400,"Kidney","39-Kidney","39"
"Cd19-3","c",15,"Cd19",1.05412422608348,2639,"Kidney","39-Kidney","39"
"Kpnb1-3","c",16,"Kpnb1",0.475000310092904,12765,"Kidney","39-Kidney","39"
"Polr2a-3","c",17,"Polr2a",0.899173074133179,2066,"Kidney","39-Kidney","39"
"Pten-3","c",18,"Pten",1.80634535367545,3473,"Kidney","39-Kidney","39"
"Cd45-3","c",19,"Cd45",1.08686683474673,2371,"Kidney","39-Kidney","39"
"Trp53-4","d",20,"Trp53",1.72615384615385,2992,"Kidney","39-Kidney","39"
"Cd19-4","d",21,"Cd19",1.23810563072894,1891,"Kidney","39-Kidney","39"
"Kpnb1-4","d",22,"Kpnb1",0.373753679612572,656,"Kidney","39-Kidney","39"
"Polr2a-4","d",23,"Polr2a",0.490360435875943,585,"Kidney","39-Kidney","39"
"Pten-4","d",24,"Pten",1.51488952929875,1577,"Kidney","39-Kidney","39"
"Cd45-4","d",25,"Cd45",1.18700787401575,1206,"Kidney","39-Kidney","39"
"Trp53-5","e",26,"Trp53",1.20349563046192,1446,"Kidney","39-Kidney","39"
"Cd19-5","e",27,"Cd19",1.12444836716681,1274,"Kidney","39-Kidney","39"
"Kpnb1-5","e",28,"Kpnb1",0.727430857540442,697,"Kidney","39-Kidney","39"
"Polr2a-5","e",29,"Polr2a",0.362007168458781,303,"Kidney","39-Kidney","39"
"Pten-5","e",30,"Pten",1.67253376995497,1362,"Kidney","39-Kidney","39"
"Cd45-5","e",31,"Cd45",1.14985779916867,876,"Kidney","39-Kidney","39"
"Trp53-6","f",32,"Trp53",0.923076923076923,530,"Kidney","39-Kidney","39"
"Cd19-6","f",33,"Cd19",0.853144436765722,823,"Kidney","39-Kidney","39"
"Kpnb1-6","f",34,"Kpnb1",0.548596112311015,381,"Kidney","39-Kidney","39"
"Polr2a-6","f",35,"Polr2a",0.779840848806366,441,"Kidney","39-Kidney","39"
"Pten-6","f",36,"Pten",1.53040766317665,1145,"Kidney","39-Kidney","39"
"Cd45-6","f",37,"Cd45",0.908571428571429,583,"Kidney","39-Kidney","39"
"Trp53-7","g",38,"Trp53",1.2473165388828,949,"Kidney","39-Kidney","39"
"Cd19-7","g",39,"Cd19",1.02749795807242,629,"Kidney","39-Kidney","39"
"Kpnb1-7","g",40,"Kpnb1",0.52193089928939,355,"Kidney","39-Kidney","39"
"Polr2a-7","g",41,"Polr2a",0.953935599284436,711,"Kidney","39-Kidney","39"
"Pten-7","g",42,"Pten",1.55708812260536,1016,"Kidney","39-Kidney","39"
"Cd45-7","g",43,"Cd45",1.0103305785124,489,"Kidney","39-Kidney","39"
"Trp53-8","h",44,"Trp53",1.40329835082459,624,"Kidney","39-Kidney","39"
"Cd19-8","h",45,"Cd19",0.904652498564044,525,"Kidney","39-Kidney","39"
"Kpnb1-8","h",46,"Kpnb1",0.739230327398047,429,"Kidney","39-Kidney","39"
"Polr2a-8","h",47,"Polr2a",0.748959778085992,360,"Kidney","39-Kidney","39"
"Pten-8","h",48,"Pten",1.3519882179676,612,"Kidney","39-Kidney","39"
"Cd45-8","h",49,"Cd45",0.87276626161544,407,"Kidney","39-Kidney","39"
"Trp53-9","i",50,"Trp53",1.10188356164384,429,"Kidney","39-Kidney","39"
"Cd19-9","i",51,"Cd19",0.746641074856046,389,"Kidney","39-Kidney","39"
"Kpnb1-9","i",52,"Kpnb1",0.356877323420074,128,"Kidney","39-Kidney","39"
"Polr2a-9","i",53,"Polr2a",0.617771509167842,219,"Kidney","39-Kidney","39"
