"Name","serial_number","order","gene","median_FC","median_reads","organ","sample","mouse_index"
"Cd45-10","j",61,"Cd45",1.25605240672173,735,"Cerebrum","A123-Cerebrum","A123"
"Trp53-1","a",2,"Trp53",3.37983175380684,15870,"Lung","A123-Lung","A123"
"Cd19-1","a",3,"Cd19",1.15500317774168,40890,"Lung","A123-Lung","A123"
"Kpnb1-1","a",4,"Kpnb1",0.39272646084767,10554,"Lung","A123-Lung","A123"
"Polr2a-1","a",5,"Polr2a",0.561283345349676,8304,"Lung","A123-Lung","A123"
"Pten-1","a",6,"Pten",2.99246095853527,27785,"Lung","A123-Lung","A123"
"Cd45-1","a",7,"Cd45",0.941296625222025,7066,"Lung","A123-Lung","A123"
"Trp53-2","b",8,"Trp53",2.49361504527513,12530,"Lung","A123-Lung","A123"
"Cd19-2","b",9,"Cd19",1.13125,4525,"Lung","A123-Lung","A123"
"Kpnb1-2","b",10,"Kpnb1",0.4832200202517,2227,"Lung","A123-Lung","A123"
"Polr2a-2","b",11,"Polr2a",0.311462595981424,1129,"Lung","A123-Lung","A123"
"Pten-2","b",12,"Pten",3.83508291495512,12604,"Lung","A123-Lung","A123"
"Cd45-2","b",13,"Cd45",0.884762424904424,2970,"Lung","A123-Lung","A123"
"Trp53-3","c",14,"Trp53",1.32589065834838,2692,"Lung","A123-Lung","A123"
"Cd19-3","c",15,"Cd19",0.861194327940883,2156,"Lung","A123-Lung","A123"
"Kpnb1-3","c",16,"Kpnb1",0.39272646084767,10554,"Lung","A123-Lung","A123"
"Polr2a-3","c",17,"Polr2a",0.601914986217902,1383,"Lung","A123-Lung","A123"
"Pten-3","c",18,"Pten",4.16400832177531,8006,"Lung","A123-Lung","A123"
"Cd45-3","c",19,"Cd45",0.882420352968141,1925,"Lung","A123-Lung","A123"
"Trp53-4","d",20,"Trp53",1.3425,2327,"Lung","A123-Lung","A123"
"Cd19-4","d",21,"Cd19",0.987341772151899,1508,"Lung","A123-Lung","A123"
"Kpnb1-4","d",22,"Kpnb1",0.234165796220682,411,"Lung","A123-Lung","A123"
"Polr2a-4","d",23,"Polr2a",0.321039396479464,383,"Lung","A123-Lung","A123"
"Pten-4","d",24,"Pten",2.42843419788665,2528,"Lung","A123-Lung","A123"
"Cd45-4","d",25,"Cd45",1.02952755905512,1046,"Lung","A123-Lung","A123"
"Trp53-5","e",26,"Trp53",1.18851435705368,1428,"Lung","A123-Lung","A123"
"Cd19-5","e",27,"Cd19",0.902030008826125,1022,"Lung","A123-Lung","A123"
"Kpnb1-5","e",28,"Kpnb1",0.436249782570882,418,"Lung","A123-Lung","A123"
"Polr2a-5","e",29,"Polr2a",0.341696535244922,286,"Lung","A123-Lung","A123"
"Pten-5","e",30,"Pten",3.5832992222677,2918,"Lung","A123-Lung","A123"
"Cd45-5","e",31,"Cd45",0.893896302778385,681,"Lung","A123-Lung","A123"
"Trp53-6","f",32,"Trp53",1.86182873730044,1069,"Lung","A123-Lung","A123"
"Cd19-6","f",33,"Cd19",0.722529371112647,697,"Lung","A123-Lung","A123"
"Kpnb1-6","f",34,"Kpnb1",0.613390928725702,426,"Lung","A123-Lung","A123"
"Polr2a-6","f",35,"Polr2a",0.838196286472148,474,"Lung","A123-Lung","A123"
"Pten-6","f",36,"Pten",3.3548674537759,2510,"Lung","A123-Lung","A123"
"Cd45-6","f",37,"Cd45",0.797922077922078,512,"Lung","A123-Lung","A123"
"Trp53-7","g",38,"Trp53",1.41161007667032,1074,"Lung","A123-Lung","A123"
"Cd19-7","g",39,"Cd19",0.960522733460387,588,"Lung","A123-Lung","A123"
"Kpnb1-7","g",40,"Kpnb1",0.458711100220534,312,"Lung","A123-Lung","A123"
"Polr2a-7","g",41,"Polr2a",0.956618962432916,713,"Lung","A123-Lung","A123"
"Pten-7","g",42,"Pten",3.59233716475096,2344,"Lung","A123-Lung","A123"
"Cd45-7","g",43,"Cd45",1.11157024793388,538,"Lung","A123-Lung","A123"
"Trp53-8","h",44,"Trp53",1.2976011994003,577,"Lung","A123-Lung","A123"
"Cd19-8","h",45,"Cd19",0.721998851234922,419,"Lung","A123-Lung","A123"
"Kpnb1-8","h",46,"Kpnb1",0.413555427914991,240,"Lung","A123-Lung","A123"
"Polr2a-8","h",47,"Polr2a",0.913314840499306,439,"Lung","A123-Lung","A123"
"Pten-8","h",48,"Pten",2.05228276877761,929,"Lung","A123-Lung","A123"
"Cd45-8","h",49,"Cd45",0.947819871336669,442,"Lung","A123-Lung","A123"
"Trp53-9","i",50,"Trp53",1.15582191780822,450,"Lung","A123-Lung","A123"
"Cd19-9","i",51,"Cd19",0.710172744721689,370,"Lung","A123-Lung","A123"
"Kpnb1-9","i",52,"Kpnb1",0.276022304832714,99,"Lung","A123-Lung","A123"
"Polr2a-9","i",53,"Polr2a",0.366713681241185,130,"Lung","A123-Lung","A123"
"Pten-9","i",54,"Pten",5.31818181818182,1872,"Lung","A123-Lung","A123"
"Cd45-9","i",55,"Cd45",1.6440281030445,468,"Lung","A123-Lung","A123"
"Trp53-10","j",56,"Trp53",0.642570281124498,240,"Lung","A123-Lung","A123"
"Cd19-10","j",57,"Cd19",1.04243743199129,479,"Lung","A123-Lung","A123"
"Kpnb1-10","j",58,"Kpnb1",0.247663551401869,106,"Lung","A123-Lung","A123"
"Polr2a-10","j",59,"Polr2a",0.564346997140133,296,"Lung","A123-Lung","A123"
"Pten-10","j",60,"Pten",6.55252918287938,3368,"Lung","A123-Lung","A123"
"Cd45-10","j",61,"Cd45",1.3859299344916,811,"Lung","A123-Lung","A123"
"Trp53-1","a",2,"Trp53",3.24182728143968,15222,"Heart","A123-Heart","A123"
"Cd19-1","a",3,"Cd19",1.1283383941812,39946,"Heart","A123-Heart","A123"
"Kpnb1-1","a",4,"Kpnb1",0.549645873903822,14771,"Heart","A123-Heart","A123"
"Polr2a-1","a",5,"Polr2a",0.658548125450613,9743,"Heart","A123-Heart","A123"
"Pten-1","a",6,"Pten",3.21938610662359,29892,"Heart","A123-Heart","A123"
"Cd45-1","a",7,"Cd45",0.951154529307282,7140,"Heart","A123-Heart","A123"
"Trp53-2","b",8,"Trp53",2.80646124249561,14102,"Heart","A123-Heart","A123"
"Cd19-2","b",9,"Cd19",1.23225,4929,"Heart","A123-Heart","A123"
"Kpnb1-2","b",10,"Kpnb1",0.736221611456676,3393,"Heart","A123-Heart","A123"
"Polr2a-2","b",11,"Polr2a",0.528576026483976,1916,"Heart","A123-Heart","A123"
"Pten-2","b",12,"Pten",4.43085349155637,14562,"Heart","A123-Heart","A123"
"Cd45-2","b",13,"Cd45",0.860632540588849,2889,"Heart","A123-Heart","A123"
"Trp53-3","c",14,"Trp53",1.48300771630274,3011,"Heart","A123-Heart","A123"
"Cd19-3","c",15,"Cd19",0.885160774915119,2216,"Heart","A123-Heart","A123"
"Kpnb1-3","c",16,"Kpnb1",0.549645873903822,14771,"Heart","A123-Heart","A123"
"Polr2a-3","c",17,"Polr2a",0.965762367619324,2219,"Heart","A123-Heart","A123"
"Pten-3","c",18,"Pten",5.6369625520111,10838,"Heart","A123-Heart","A123"
"Cd45-3","c",19,"Cd45",0.977309190923676,2132,"Heart","A123-Heart","A123"
"Trp53-4","d",20,"Trp53",2.08673076923077,3617,"Heart","A123-Heart","A123"
"Cd19-4","d",21,"Cd19",0.78895678742907,1205,"Heart","A123-Heart","A123"
"Kpnb1-4","d",22,"Kpnb1",0.377172158389517,662,"Heart","A123-Heart","A123"
"Polr2a-4","d",23,"Polr2a",0.731768650461023,873,"Heart","A123-Heart","A123"
"Pten-4","d",24,"Pten",3.53890489913545,3684,"Heart","A123-Heart","A123"
"Cd45-4","d",25,"Cd45",1.03838582677165,1055,"Heart","A123-Heart","A123"
"Trp53-5","e",26,"Trp53",1.44985434873075,1742,"Heart","A123-Heart","A123"
"Cd19-5","e",27,"Cd19",1.13415710503089,1285,"Heart","A123-Heart","A123"
"Kpnb1-5","e",28,"Kpnb1",0.548965037397808,526,"Heart","A123-Heart","A123"
"Polr2a-5","e",29,"Polr2a",0.350059737156511,293,"Heart","A123-Heart","A123"
"Pten-5","e",30,"Pten",3.56487924682767,2903,"Heart","A123-Heart","A123"
"Cd45-5","e",31,"Cd45",0.733756289652155,559,"Heart","A123-Heart","A123"
"Trp53-6","f",32,"Trp53",1.96458635703919,1128,"Heart","A123-Heart","A123"
"Cd19-6","f",33,"Cd19",0.781617138908086,754,"Heart","A123-Heart","A123"
"Kpnb1-6","f",34,"Kpnb1",0.709863210943125,493,"Heart","A123-Heart","A123"
"Polr2a-6","f",35,"Polr2a",0.983200707338638,556,"Heart","A123-Heart","A123"
"Pten-6","f",36,"Pten",3.30942303408332,2476,"Heart","A123-Heart","A123"
"Cd45-6","f",37,"Cd45",1.18753246753247,762,"Heart","A123-Heart","A123"
"Trp53-7","g",38,"Trp53",1.30383351588171,992,"Heart","A123-Heart","A123"
"Cd19-7","g",39,"Cd19",0.936019602504765,573,"Heart","A123-Heart","A123"
"Kpnb1-7","g",40,"Kpnb1",0.473413379073756,322,"Heart","A123-Heart","A123"
"Polr2a-7","g",41,"Polr2a",0.906976744186046,676,"Heart","A123-Heart","A123"
"Pten-7","g",42,"Pten",4.54712643678161,2967,"Heart","A123-Heart","A123"
"Cd45-7","g",43,"Cd45",1.48347107438017,718,"Heart","A123-Heart","A123"
"Trp53-8","h",44,"Trp53",1.35157421289355,601,"Heart","A123-Heart","A123"
"Cd19-8","h",45,"Cd19",0.697874784606548,405,"Heart","A123-Heart","A123"
"Kpnb1-8","h",46,"Kpnb1",0.61516369902355,357,"Heart","A123-Heart","A123"
"Polr2a-8","h",47,"Polr2a",0.732316227461859,352,"Heart","A123-Heart","A123"
"Pten-8","h",48,"Pten",2.78350515463918,1260,"Heart","A123-Heart","A123"
"Cd45-8","h",49,"Cd45",0.836311651179414,390,"Heart","A123-Heart","A123"
"Trp53-9","i",50,"Trp53",1.03253424657534,402,"Heart","A123-Heart","A123"
"Cd19-9","i",51,"Cd19",0.859884836852207,448,"Heart","A123-Heart","A123"
"Kpnb1-9","i",52,"Kpnb1",0.538104089219331,193,"Heart","A123-Heart","A123"
"Polr2a-9","i",53,"Polr2a",1.13399153737659,402,"Heart","A123-Heart","A123"
"Pten-9","i",54,"Pten",6.52840909090909,2298,"Heart","A123-Heart","A123"
"Cd45-9","i",55,"Cd45",1.33138173302108,379,"Heart","A123-Heart","A123"
"Trp53-10","j",56,"Trp53",0.958500669344043,358,"Heart","A123-Heart","A123"
"Cd19-10","j",57,"Cd19",0.922742110990207,424,"Heart","A123-Heart","A123"
"Kpnb1-10","j",58,"Kpnb1",0.724299065420561,310,"Heart","A123-Heart","A123"
"Polr2a-10","j",59,"Polr2a",0.793136320305052,416,"Heart","A123-Heart","A123"
"Pten-10","j",60,"Pten",6.22762645914397,3201,"Heart","A123-Heart","A123"
"Cd45-10","j",61,"Cd45",1.35346055254913,792,"Heart","A123-Heart","A123"
"Trp53-1","a",2,"Trp53",4.29006495580875,20144,"Kidney","A123-Kidney","A123"
"Cd19-1","a",3,"Cd19",1.06571569804392,37729,"Kidney","A123-Kidney","A123"
"Kpnb1-1","a",4,"Kpnb1",0.268180746951787,7207,"Kidney","A123-Kidney","A123"
"Polr2a-1","a",5,"Polr2a",0.3907489185292,5781,"Kidney","A123-Kidney","A123"
"Pten-1","a",6,"Pten",2.57275175013463,23888,"Kidney","A123-Kidney","A123"
"Cd45-1","a",7,"Cd45",0.836323268206039,6278,"Kidney","A123-Kidney","A123"
"Trp53-2","b",8,"Trp53",3.42936747487479,17232,"Kidney","A123-Kidney","A123"
"Cd19-2","b",9,"Cd19",1.15475,4619,"Kidney","A123-Kidney","A123"
"Kpnb1-2","b",10,"Kpnb1",0.326341675104875,1504,"Kidney","A123-Kidney","A123"
"Polr2a-2","b",11,"Polr2a",0.257942893926157,935,"Kidney","A123-Kidney","A123"
"Pten-2","b",12,"Pten",3.0603986003347,10058,"Kidney","A123-Kidney","A123"
"Cd45-2","b",13,"Cd45",0.779007993644804,2615,"Kidney","A123-Kidney","A123"
"Trp53-3","c",14,"Trp53",1.55343950090297,3154,"Kidney","A123-Kidney","A123"
"Cd19-3","c",15,"Cd19",0.796884361893349,1995,"Kidney","A123-Kidney","A123"
"Kpnb1-3","c",16,"Kpnb1",0.268180746951787,7207,"Kidney","A123-Kidney","A123"
"Polr2a-3","c",17,"Polr2a",0.474394313071232,1090,"Kidney","A123-Kidney","A123"
"Pten-3","c",18,"Pten",4.1998959778086,8075,"Kidney","A123-Kidney","A123"
"Cd45-3","c",19,"Cd45",0.917258766903507,2001,"Kidney","A123-Kidney","A123"
"Trp53-4","d",20,"Trp53",2.02211538461538,3505,"Kidney","A123-Kidney","A123"
"Cd19-4","d",21,"Cd19",1.10584897424705,1689,"Kidney","A123-Kidney","A123"
"Kpnb1-4","d",22,"Kpnb1",0.204538980153832,359,"Kidney","A123-Kidney","A123"
"Polr2a-4","d",23,"Polr2a",0.16848281642917,201,"Kidney","A123-Kidney","A123"
"Pten-4","d",24,"Pten",3.0240153698367,3148,"Kidney","A123-Kidney","A123"
"Cd45-4","d",25,"Cd45",1.03444881889764,1051,"Kidney","A123-Kidney","A123"
"Trp53-5","e",26,"Trp53",1.36579275905119,1641,"Kidney","A123-Kidney","A123"
"Cd19-5","e",27,"Cd19",1.17917034421889,1336,"Kidney","A123-Kidney","A123"
"Kpnb1-5","e",28,"Kpnb1",0.390328752826579,374,"Kidney","A123-Kidney","A123"
"Polr2a-5","e",29,"Polr2a",0.258064516129032,216,"Kidney","A123-Kidney","A123"
"Pten-5","e",30,"Pten",2.78387228817028,2267,"Kidney","A123-Kidney","A123"
"Cd45-5","e",31,"Cd45",0.904397287245679,689,"Kidney","A123-Kidney","A123"
"Trp53-6","f",32,"Trp53",2.42089985486212,1390,"Kidney","A123-Kidney","A123"
"Cd19-6","f",33,"Cd19",0.717346233586731,692,"Kidney","A123-Kidney","A123"
"Kpnb1-6","f",34,"Kpnb1",0.637868970482361,443,"Kidney","A123-Kidney","A123"
"Polr2a-6","f",35,"Polr2a",0.551724137931034,312,"Kidney","A123-Kidney","A123"
"Pten-6","f",36,"Pten",2.56627311205168,1920,"Kidney","A123-Kidney","A123"
"Cd45-6","f",37,"Cd45",1.03168831168831,662,"Kidney","A123-Kidney","A123"
"Trp53-7","g",38,"Trp53",1.31434830230011,1000,"Kidney","A123-Kidney","A123"
"Cd19-7","g",39,"Cd19",0.841274162809692,515,"Kidney","A123-Kidney","A123"
"Kpnb1-7","g",40,"Kpnb1",0.330801274197501,225,"Kidney","A123-Kidney","A123"
"Polr2a-7","g",41,"Polr2a",1.07334525939177,800,"Kidney","A123-Kidney","A123"
"Pten-7","g",42,"Pten",3.1264367816092,2040,"Kidney","A123-Kidney","A123"
"Cd45-7","g",43,"Cd45",1.39876033057851,677,"Kidney","A123-Kidney","A123"
"Trp53-8","h",44,"Trp53",1.19865067466267,533,"Kidney","A123-Kidney","A123"
"Cd19-8","h",45,"Cd19",0.690982194141298,401,"Kidney","A123-Kidney","A123"
"Kpnb1-8","h",46,"Kpnb1",0.408385985066054,237,"Kidney","A123-Kidney","A123"
"Polr2a-8","h",47,"Polr2a",0.696948682385576,335,"Kidney","A123-Kidney","A123"
"Pten-8","h",48,"Pten",1.71428571428571,776,"Kidney","A123-Kidney","A123"
"Cd45-8","h",49,"Cd45",0.847033595425304,395,"Kidney","A123-Kidney","A123"
"Trp53-9","i",50,"Trp53",1.14554794520548,446,"Kidney","A123-Kidney","A123"
"Cd19-9","i",51,"Cd19",1.02303262955854,533,"Kidney","A123-Kidney","A123"
"Kpnb1-9","i",52,"Kpnb1",0.184014869888476,66,"Kidney","A123-Kidney","A123"
"Polr2a-9","i",53,"Polr2a",0.482369534555712,171,"Kidney","A123-Kidney","A123"
"Pten-9","i",54,"Pten",4.32386363636364,1522,"Kidney","A123-Kidney","A123"
"Cd45-9","i",55,"Cd45",1.39812646370023,398,"Kidney","A123-Kidney","A123"
"Trp53-10","j",56,"Trp53",1.05756358768407,395,"Kidney","A123-Kidney","A123"
"Cd19-10","j",57,"Cd19",1.24483133841132,572,"Kidney","A123-Kidney","A123"
"Kpnb1-10","j",58,"Kpnb1",0.189252336448598,81,"Kidney","A123-Kidney","A123"
"Polr2a-10","j",59,"Polr2a",0.440419447092469,231,"Kidney","A123-Kidney","A123"
"Pten-10","j",60,"Pten",4.34241245136187,2232,"Kidney","A123-Kidney","A123"
"Cd45-10","j",61,"Cd45",1.24921674736542,731,"Kidney","A123-Kidney","A123"
"Trp53-1","a",2,"Trp53",5.29847726546694,24879,"Liver","A123-Liver","A123"
"Cd19-1","a",3,"Cd19",1.1399477438034,40357,"Liver","A123-Liver","A123"
"Kpnb1-1","a",4,"Kpnb1",0.37371156398457,10043,"Liver","A123-Liver","A123"
"Polr2a-1","a",5,"Polr2a",0.500247837058399,7401,"Liver","A123-Liver","A123"
"Pten-1","a",6,"Pten",6.01680129240711,55866,"Liver","A123-Liver","A123"
"Cd45-1","a",7,"Cd45",0.961545293072824,7218,"Liver","A123-Liver","A123"
"Trp53-2","b",8,"Trp53",3.82977876546486,19244,"Liver","A123-Liver","A123"
"Cd19-2","b",9,"Cd19",1.20525,4821,"Liver","A123-Liver","A123"
"Kpnb1-2","b",10,"Kpnb1",0.517069289743961,2383,"Liver","A123-Liver","A123"
"Polr2a-2","b",11,"Polr2a",0.426502367924962,1546,"Liver","A123-Liver","A123"
"Pten-2","b",12,"Pten",7.69937623611745,25304,"Liver","A123-Liver","A123"
"Cd45-2","b",13,"Cd45",0.990814755970409,3326,"Liver","A123-Liver","A123"
"Trp53-3","c",14,"Trp53",1.48153012641602,3008,"Liver","A123-Liver","A123"
"Cd19-3","c",15,"Cd19",0.901138406231276,2256,"Liver","A123-Liver","A123"
"Kpnb1-3","c",16,"Kpnb1",0.37371156398457,10043,"Liver","A123-Liver","A123"
"Polr2a-3","c",17,"Polr2a",0.560133468736399,1287,"Liver","A123-Liver","A123"
"Pten-3","c",18,"Pten",8.08096393897365,15537,"Liver","A123-Liver","A123"
"Cd45-3","c",19,"Cd45",0.952555581022232,2078,"Liver","A123-Liver","A123"
"Trp53-4","d",20,"Trp53",1.71230769230769,2968,"Liver","A123-Liver","A123"
"Cd19-4","d",21,"Cd19",0.94805761676124,1448,"Liver","A123-Liver","A123"
"Kpnb1-4","d",22,"Kpnb1",0.242142246700218,425,"Liver","A123-Liver","A123"
"Polr2a-4","d",23,"Polr2a",0.398994132439229,476,"Liver","A123-Liver","A123"
"Pten-4","d",24,"Pten",5.97886647454371,6224,"Liver","A123-Liver","A123"
"Cd45-4","d",25,"Cd45",0.975393700787402,991,"Liver","A123-Liver","A123"
"Trp53-5","e",26,"Trp53",1.46067415730337,1755,"Liver","A123-Liver","A123"
"Cd19-5","e",27,"Cd19",0.95233892321271,1079,"Liver","A123-Liver","A123"
"Kpnb1-5","e",28,"Kpnb1",0.393459732127326,377,"Liver","A123-Liver","A123"
"Polr2a-5","e",29,"Polr2a",0.504181600955794,422,"Liver","A123-Liver","A123"
"Pten-5","e",30,"Pten",6.02824396234138,4909,"Liver","A123-Liver","A123"
"Cd45-5","e",31,"Cd45",0.92014876394662,701,"Liver","A123-Liver","A123"
"Trp53-6","f",32,"Trp53",3.07576197387518,1766,"Liver","A123-Liver","A123"
"Cd19-6","f",33,"Cd19",1.05632342778162,1019,"Liver","A123-Liver","A123"
"Kpnb1-6","f",34,"Kpnb1",0.511159107271418,355,"Liver","A123-Liver","A123"
"Polr2a-6","f",35,"Polr2a",0.772767462422635,437,"Liver","A123-Liver","A123"
"Pten-6","f",36,"Pten",6.41835598128759,4802,"Liver","A123-Liver","A123"
"Cd45-6","f",37,"Cd45",1.03948051948052,667,"Liver","A123-Liver","A123"
"Trp53-7","g",38,"Trp53",1.30251916757941,991,"Liver","A123-Liver","A123"
"Cd19-7","g",39,"Cd19",0.846174789000817,518,"Liver","A123-Liver","A123"
"Kpnb1-7","g",40,"Kpnb1",0.364616515559912,248,"Liver","A123-Liver","A123"
"Polr2a-7","g",41,"Polr2a",1.03846153846154,774,"Liver","A123-Liver","A123"
"Pten-7","g",42,"Pten",8.27892720306513,5402,"Liver","A123-Liver","A123"
"Cd45-7","g",43,"Cd45",1.29752066115702,628,"Liver","A123-Liver","A123"
"Trp53-8","h",44,"Trp53",1.36056971514243,605,"Liver","A123-Liver","A123"
"Cd19-8","h",45,"Cd19",0.873635841470419,507,"Liver","A123-Liver","A123"
"Kpnb1-8","h",46,"Kpnb1",0.330844342331993,192,"Liver","A123-Liver","A123"
"Polr2a-8","h",47,"Polr2a",0.87378640776699,420,"Liver","A123-Liver","A123"
"Pten-8","h",48,"Pten",3.72017673048601,1684,"Liver","A123-Liver","A123"
"Cd45-8","h",49,"Cd45",1.1300929235168,527,"Liver","A123-Liver","A123"
"Trp53-9","i",50,"Trp53",1.00428082191781,391,"Liver","A123-Liver","A123"
"Cd19-9","i",51,"Cd19",0.940499040307102,490,"Liver","A123-Liver","A123"
"Kpnb1-9","i",52,"Kpnb1",0.423791821561338,152,"Liver","A123-Liver","A123"
"Polr2a-9","i",53,"Polr2a",0.445698166431594,158,"Liver","A123-Liver","A123"
"Pten-9","i",54,"Pten",10.6960227272727,3765,"Liver","A123-Liver","A123"
"Cd45-9","i",55,"Cd45",1.46487119437939,417,"Liver","A123-Liver","A123"
"Trp53-10","j",56,"Trp53",0.72289156626506,270,"Liver","A123-Liver","A123"
"Cd19-10","j",57,"Cd19",0.951033732317737,437,"Liver","A123-Liver","A123"
"Kpnb1-10","j",58,"Kpnb1",0.376168224299065,161,"Liver","A123-Liver","A123"
"Polr2a-10","j",59,"Polr2a",0.573879885605338,301,"Liver","A123-Liver","A123"
"Pten-10","j",60,"Pten",13.204280155642,6787,"Liver","A123-Liver","A123"
"Cd45-10","j",61,"Cd45",1.07319851894047,628,"Liver","A123-Liver","A123"
"Trp53-1","a",2,"Trp53",7.40943456500905,34791,"Crude tail","A123-Crude tail","A123"
"Cd19-1","a",3,"Cd19",1.10057199350328,38963,"Crude tail","A123-Crude tail","A123"
"Kpnb1-1","a",4,"Kpnb1",0.313913248409223,8436,"Crude tail","A123-Crude tail","A123"
"Polr2a-1","a",5,"Polr2a",0.563716654650325,8340,"Crude tail","A123-Crude tail","A123"
"Pten-1","a",6,"Pten",3.24340333871836,30115,"Crude tail","A123-Crude tail","A123"
"Cd45-1","a",7,"Cd45",0.941296625222025,7066,"Crude tail","A123-Crude tail","A123"
"Trp53-2","b",8,"Trp53",5.26783641248466,26470,"Crude tail","A123-Crude tail","A123"
"Cd19-2","b",9,"Cd19",1.12475,4499,"Crude tail","A123-Crude tail","A123"
"Kpnb1-2","b",10,"Kpnb1",0.313973672790395,1447,"Crude tail","A123-Crude tail","A123"
"Polr2a-2","b",11,"Polr2a",0.456572715986942,1655,"Crude tail","A123-Crude tail","A123"
"Pten-2","b",12,"Pten",4.9828084588468,16376,"Crude tail","A123-Crude tail","A123"
"Cd45-2","b",13,"Cd45",0.808202174668586,2713,"Crude tail","A123-Crude tail","A123"
"Trp53-3","c",14,"Trp53",2.49072401904449,5057,"Crude tail","A123-Crude tail","A123"
"Cd19-3","c",15,"Cd19",1.1068504094268,2771,"Crude tail","A123-Crude tail","A123"
"Kpnb1-3","c",16,"Kpnb1",0.313913248409223,8436,"Crude tail","A123-Crude tail","A123"
"Polr2a-3","c",17,"Polr2a",0.358624691716234,824,"Crude tail","A123-Crude tail","A123"
"Pten-3","c",18,"Pten",5.37430651872399,10333,"Crude tail","A123-Crude tail","A123"
"Cd45-3","c",19,"Cd45",0.81503552601421,1778,"Crude tail","A123-Crude tail","A123"
"Trp53-4","d",20,"Trp53",3.60807692307692,6254,"Crude tail","A123-Crude tail","A123"
"Cd19-4","d",21,"Cd19",0.841335661283282,1285,"Crude tail","A123-Crude tail","A123"
"Kpnb1-4","d",22,"Kpnb1",0.280885006172253,493,"Crude tail","A123-Crude tail","A123"
"Polr2a-4","d",23,"Polr2a",0.160938809723386,192,"Crude tail","A123-Crude tail","A123"
"Pten-4","d",24,"Pten",4.59173871277618,4780,"Crude tail","A123-Crude tail","A123"
"Cd45-4","d",25,"Cd45",1.23129921259843,1251,"Crude tail","A123-Crude tail","A123"
"Trp53-5","e",26,"Trp53",2.74157303370787,3294,"Crude tail","A123-Crude tail","A123"
"Cd19-5","e",27,"Cd19",0.917034421888791,1039,"Crude tail","A123-Crude tail","A123"
"Kpnb1-5","e",28,"Kpnb1",0.2807444773004,269,"Crude tail","A123-Crude tail","A123"
"Polr2a-5","e",29,"Polr2a",0.174432497013142,146,"Crude tail","A123-Crude tail","A123"
"Pten-5","e",30,"Pten",3.89398280802292,3171,"Crude tail","A123-Crude tail","A123"
"Cd45-5","e",31,"Cd45",0.716692189892802,546,"Crude tail","A123-Crude tail","A123"
"Trp53-6","f",32,"Trp53",3.25689404934688,1870,"Crude tail","A123-Crude tail","A123"
"Cd19-6","f",33,"Cd19",0.88217000691085,851,"Crude tail","A123-Crude tail","A123"
"Kpnb1-6","f",34,"Kpnb1",0.426205903527718,296,"Crude tail","A123-Crude tail","A123"
"Polr2a-6","f",35,"Polr2a",0.919540229885057,520,"Crude tail","A123-Crude tail","A123"
"Pten-6","f",36,"Pten",3.17843617732234,2378,"Crude tail","A123-Crude tail","A123"
"Cd45-6","f",37,"Cd45",0.642077922077922,412,"Crude tail","A123-Crude tail","A123"
"Trp53-7","g",38,"Trp53",1.38663745892662,1055,"Crude tail","A123-Crude tail","A123"
"Cd19-7","g",39,"Cd19",1.17615028586986,720,"Crude tail","A123-Crude tail","A123"
"Kpnb1-7","g",40,"Kpnb1",0.367556971330556,250,"Crude tail","A123-Crude tail","A123"
"Polr2a-7","g",41,"Polr2a",0.868067978533095,647,"Crude tail","A123-Crude tail","A123"
"Pten-7","g",42,"Pten",5.89272030651341,3845,"Crude tail","A123-Crude tail","A123"
"Cd45-7","g",43,"Cd45",1.46280991735537,708,"Crude tail","A123-Crude tail","A123"
"Trp53-8","h",44,"Trp53",3.29685157421289,1466,"Crude tail","A123-Crude tail","A123"
"Cd19-8","h",45,"Cd19",0.663411832280299,385,"Crude tail","A123-Crude tail","A123"
"Kpnb1-8","h",46,"Kpnb1",0.211947156806433,123,"Crude tail","A123-Crude tail","A123"
"Polr2a-8","h",47,"Polr2a",1.0880721220527,523,"Crude tail","A123-Crude tail","A123"
"Pten-8","h",48,"Pten",1.3939617083947,631,"Crude tail","A123-Crude tail","A123"
"Cd45-8","h",49,"Cd45",0.602573266619014,281,"Crude tail","A123-Crude tail","A123"
"Trp53-9","i",50,"Trp53",3.1541095890411,1228,"Crude tail","A123-Crude tail","A123"
"Cd19-9","i",51,"Cd19",1.2552783109405,654,"Crude tail","A123-Crude tail","A123"
